name,position,record,team,year
Norv Turner,Head Coach,11-5-0,sdg,2007
Ted Cottrell,Defensive Coordinator,11-5-0,sdg,2007
Ted Cottrell,Defensive Coordinator,11-5-0,sdg,2008
Ron Rivera,Defensive Coordinator,11-5-0,sdg,2008
Clarence Shelmon,Offensive Coordinator,11-5-0,sdg,2008
Steve Crosby,Special Teams,11-5-0,sdg,2008
Hal Hunter,Offensive Line,11-5-0,sdg,2008
John Pagano,Linebackers,11-5-0,sdg,2008
Norv Turner,Head Coach,8-8-0,sdg,2008
Norv Turner,Head Coach,13-3-0,sdg,2009
Clarence Shelmon,Offensive Coordinator,13-3-0,sdg,2009
Rob Chudzinski,Tight Ends/Assistant HC,13-3-0,sdg,2009
Ron Rivera,Defensive Coordinator,13-3-0,sdg,2009
Clarence Shelmon,Offensive Coordinator,13-3-0,sdg,2010
Rob Chudzinski,Tight Ends/Assistant HC,13-3-0,sdg,2010
Norv Turner,Head Coach,9-7-0,sdg,2010
Ron Rivera,Defensive Coordinator,9-7-0,sdg,2010
Greg Manusky,Defensive Coordinator,9-7-0,sdg,2011
Clarence Shelmon,Offensive Coordinator,9-7-0,sdg,2011
Joe Barry,Linebackers,9-7-0,sdg,2011
Norv Turner,Head Coach,8-8-0,sdg,2011
Norv Turner,Head Coach,7-9-0,sdg,2012
John Pagano,Defensive Coordinator,7-9-0,sdg,2012
Hal Hunter,Offensive Coordinator,7-9-0,sdg,2012
Joe Barry,Linebackers,7-9-0,sdg,2012
Ken Whisenhunt,Offensive Coordinator,7-9-0,sdg,2013
Mike McCoy,Head Coach,9-7-0,sdg,2013
John Pagano,Defensive Coordinator,9-7-0,sdg,2013
Joe Barry,Linebackers,9-7-0,sdg,2013
John Pagano,Defensive Coordinator,9-7-0,sdg,2014
Mike McCoy,Head Coach,9-7-0,sdg,2014
Frank Reich,Offensive Coordinator,9-7-0,sdg,2014
Joe Barry,Linebackers,9-7-0,sdg,2014
Nick Sirianni,Quarterbacks,9-7-0,sdg,2014
Shane Steichen,Offensive Quality Control,9-7-0,sdg,2014
Mike McCoy,Head Coach,4-12-0,sdg,2015
John Pagano,Defensive Coordinator,4-12-0,sdg,2015
Frank Reich,Offensive Coordinator,4-12-0,sdg,2015
Mike Nolan,Linebackers,4-12-0,sdg,2015
John Pagano,Defensive Coordinator,4-12-0,sdg,2016
Ken Whisenhunt,Offensive Coordinator,4-12-0,sdg,2016
Mike McCoy,Head Coach,5-11-0,sdg,2016
Bob Babich,Linebackers,5-11-0,sdg,2016
Nick Sirianni,Wide Receivers,5-11-0,sdg,2017
Ken Whisenhunt,Offensive Coordinator,5-11-0,sdg,2017
Anthony Lynn,Head Coach,9-7-0,sdg,2017
Gus Bradley,Defensive Coordinator,9-7-0,sdg,2017
Anthony Lynn,Head Coach,12-4-0,sdg,2018
Ken Whisenhunt,Offensive Coordinator,12-4-0,sdg,2018
Giff Smith,Defensive Line,12-4-0,sdg,2018
Richard Smith,Linebackers,12-4-0,sdg,2018
Shane Steichen,Quarterbacks,12-4-0,sdg,2018
Gus Bradley,Defensive Coordinator,12-4-0,sdg,2018
Anthony Lynn,Head Coach,5-11-0,sdg,2019
Giff Smith,Defensive Line,5-11-0,sdg,2019
Richard Smith,Linebackers,5-11-0,sdg,2019
Shane Steichen,Offensive Coordinator,5-11-0,sdg,2019
Ken Whisenhunt,Offensive Coordinator,5-11-0,sdg,2019
Gus Bradley,Defensive Coordinator,5-11-0,sdg,2019
Gus Bradley,Defensive Coordinator,5-11-0,sdg,2020
Pep Hamilton,Quarterbacks,5-11-0,sdg,2020
Giff Smith,Defensive Line,5-11-0,sdg,2020
Richard Smith,Linebackers,5-11-0,sdg,2020
Shane Steichen,Offensive Coordinator,5-11-0,sdg,2020
Anthony Lynn,Head Coach,7-9-0,sdg,2020
Joe Lombardi,Offensive Coordinator,7-9-0,sdg,2021
Brandon Staley,Head Coach,9-8-0,sdg,2021
Derrick Ansley,Defensive Backs,9-8-0,sdg,2021
Renaldo Hill,Defensive Coordinator,9-8-0,sdg,2021
Joe Lombardi,Offensive Coordinator,9-8-0,sdg,2022
Derrick Ansley,Defensive Backs,9-8-0,sdg,2022
Chris Beatty,Wide Receivers,9-8-0,sdg,2022
Giff Smith,Outside Linebackers,9-8-0,sdg,2022
Brandon Staley,Head Coach,10-7-0,sdg,2022
Renaldo Hill,Defensive Coordinator,10-7-0,sdg,2022
Derrick Ansley,Defensive Coordinator,10-7-0,sdg,2023
Chris Beatty,Wide Receivers,10-7-0,sdg,2023
Giff Smith,Interim Head Coach/Outside Linebackers,10-7-0,sdg,2023
Kellen Moore,Offensive Coordinator,10-7-0,sdg,2023
Giff Smith,Head Coach,0-3-0,sdg,2023
Adam Walsh,Head Coach,6-4-1,ram,1946
Bob Snyder,Offensive Backfield,6-4-1,ram,1946
Bob Snyder,Head Coach,6-6-0,ram,1947
Joe Stydahar,Line Coach,6-6-0,ram,1947
Red Hickey,Receivers,6-6-0,ram,1949
Joe Stydahar,Line Coach,6-6-0,ram,1949
Clark Shaughnessy,Head Coach,8-2-2,ram,1949
Mel Hein,Line Coach,8-2-2,ram,1950
Red Hickey,Receivers,8-2-2,ram,1950
Hampton Pool,Backfield Coach,8-2-2,ram,1950
Joe Stydahar,Head Coach,9-3-0,ram,1950
Red Hickey,Receivers,9-3-0,ram,1951
Hampton Pool,Backfield Coach,9-3-0,ram,1951
Ray Richards,Line Coach,9-3-0,ram,1951
Joe Stydahar,Head Coach,8-4-0,ram,1951
Red Hickey,Receivers,8-4-0,ram,1952
Ray Richards,Line Coach,8-4-0,ram,1952
Joe Stydahar,Head Coach,0-1-0,ram,1952
Hampton Pool,Head Coach,8-3-1,ram,1953
Red Hickey,Receivers,8-3-1,ram,1953
Red Hickey,Receivers,8-3-1,ram,1954
Dick Voris,Line Coach,8-3-1,ram,1954
Bob Waterfield,Kicking Coach,8-3-1,ram,1954
Hampton Pool,Head Coach,6-5-1,ram,1954
Sid Gillman,Head Coach,8-3-1,ram,1955
Jack Faulkner,Defensive Backs,8-3-1,ram,1955
Joe Thomas,Defensive Line,8-3-1,ram,1955
Bob Waterfield,Kicking Coach,8-3-1,ram,1955
Sid Gillman,Head Coach,4-8-0,ram,1956
Jack Faulkner,Defensive Backs,4-8-0,ram,1956
Joe Thomas,Defensive Line,4-8-0,ram,1956
George Allen,Ends,4-8-0,ram,1957
Jack Faulkner,Defensive Backs,4-8-0,ram,1957
Sid Gillman,Head Coach,6-6-0,ram,1957
Jack Faulkner,Defensive Backs,6-6-0,ram,1958
Lou Rymkus,Offensive Line,6-6-0,ram,1958
Bob Waterfield,Quarterbacks,6-6-0,ram,1958
Sid Gillman,Head Coach,8-4-0,ram,1958
Sid Gillman,Head Coach,2-10-0,ram,1959
Jack Faulkner,Defensive Backs,2-10-0,ram,1959
Lou Rymkus,Offensive Line,2-10-0,ram,1959
Hampton Pool,Offensive Coordinator,2-10-0,ram,1960
Jim David,Defensive Backs,2-10-0,ram,1960
Tom Fears,Receivers,2-10-0,ram,1960
Bob Waterfield,Head Coach,4-7-1,ram,1960
Hampton Pool,Offensive Coordinator,4-7-1,ram,1961
Bob Waterfield,Head Coach,4-10-0,ram,1961
Jim David,Defensive Backs,4-10-0,ram,1961
Tom Fears,Receivers,4-10-0,ram,1961
Hampton Pool,Offensive Coordinator,4-10-0,ram,1962
Harland Svare,Head Coach,0-5-1,ram,1962
Jim David,Defensive Backs,0-5-1,ram,1962
Jack Patera,Defensive Line,0-5-1,ram,1963
Bob Schnelker,Receivers,0-5-1,ram,1963
Harland Svare,Head Coach,5-9-0,ram,1963
Jack Patera,Defensive Line,5-9-0,ram,1964
Bob Schnelker,Receivers,5-9-0,ram,1964
Harland Svare,Head Coach,5-7-2,ram,1964
Bill Austin,Offensive Line,5-7-2,ram,1965
Harland Svare,Head Coach,4-10-0,ram,1965
George Allen,Head Coach,8-6-0,ram,1966
Tom Catlin,Defensive Backs,8-6-0,ram,1966
Marion Campbell,Defensive Line,8-6-0,ram,1967
George Allen,Head Coach,11-1-2,ram,1967
Marion Campbell,Defensive Line,11-1-2,ram,1968
George Allen,Head Coach,10-3-1,ram,1968
Ray Prochaska,Offensive Coordinator,10-3-1,ram,1969
Tom Catlin,Defensive Backs,10-3-1,ram,1969
George Allen,Head Coach,11-3-0,ram,1969
Ray Prochaska,Offensive Coordinator,11-3-0,ram,1970
George Allen,Head Coach,9-4-1,ram,1970
Tom Catlin,Linebackers,9-4-1,ram,1970
Tommy Prothro,Head Coach,8-5-1,ram,1971
Rich Brooks,Special Teams,8-5-1,ram,1971
Rich Brooks,Special Teams,8-5-1,ram,1972
Tommy Prothro,Head Coach,6-7-1,ram,1972
Leeman Bennett,Receivers,6-7-1,ram,1973
Ken Meyer,Offensive Coordinator,6-7-1,ram,1973
Chuck Knox,Head Coach,12-2-0,ram,1973
Ray Malavasi,Defensive Coordinator,12-2-0,ram,1973
Leeman Bennett,Receivers,12-2-0,ram,1974
Ken Meyer,Offensive Coordinator,12-2-0,ram,1974
Chuck Knox,Head Coach,10-4-0,ram,1974
Ray Malavasi,Defensive Coordinator,10-4-0,ram,1974
Ken Meyer,Offensive Coordinator,10-4-0,ram,1975
Leeman Bennett,Receivers,10-4-0,ram,1975
Chuck Knox,Head Coach,12-2-0,ram,1975
Ray Malavasi,Defensive Coordinator,12-2-0,ram,1975
Ken Meyer,Offensive Coordinator,12-2-0,ram,1976
Chuck Knox,Head Coach,10-3-1,ram,1976
Leeman Bennett,Receivers,10-3-1,ram,1976
Ray Malavasi,Defensive Coordinator,10-3-1,ram,1976
Ray Prochaska,Offensive Coordinator,10-3-1,ram,1977
Tom Catlin,Linebackers,10-3-1,ram,1977
Chuck Knox,Head Coach,10-4-0,ram,1977
Ray Malavasi,Defensive Coordinator,10-4-0,ram,1977
Max Coley,Offensive Backfield,10-4-0,ram,1978
Bud Carson,Defensive Coordinator,10-4-0,ram,1978
Ray Malavasi,Head Coach,12-4-0,ram,1978
Ray Malavasi,Head Coach,9-7-0,ram,1979
Bud Carson,Defensive Coordinator,9-7-0,ram,1979
Jack Faulkner,Offensive Backfield,9-7-0,ram,1979
Herb Paterra,Linebackers,9-7-0,ram,1980
Dan Radakovich,Offensive Line,9-7-0,ram,1980
LaVern Torgeson,Defensive Line,9-7-0,ram,1980
Bud Carson,Defensive Coordinator,9-7-0,ram,1980
Ray Malavasi,Head Coach,11-5-0,ram,1980
Lionel Taylor,Offensive Coordinator,11-5-0,ram,1980
Bud Carson,Defensive Coordinator,11-5-0,ram,1981
Ray Malavasi,Head Coach,6-10-0,ram,1981
Lionel Taylor,Offensive Coordinator,6-10-0,ram,1981
Herb Paterra,Linebackers,6-10-0,ram,1981
Dan Radakovich,Offensive Line,6-10-0,ram,1981
Jim Vechiarella,Special Teams,6-10-0,ram,1981
John Hadl,Offensive Coordinator,6-10-0,ram,1982
Ray Malavasi,Head Coach,2-7-0,ram,1982
Herb Paterra,Linebackers,2-7-0,ram,1982
Jimmy Raye,Offensive Coordinator,2-7-0,ram,1983
Bob Baker,Quarterbacks,2-7-0,ram,1983
Gil Haskell,Special Teams,2-7-0,ram,1983
Fred Whittingham,Linebackers,2-7-0,ram,1983
John Robinson,Head Coach,9-7-0,ram,1983
Fritz Shurmur,Defensive Coordinator,9-7-0,ram,1983
John Robinson,Head Coach,10-6-0,ram,1984
Jimmy Raye,Offensive Coordinator,10-6-0,ram,1984
Fritz Shurmur,Defensive Coordinator,10-6-0,ram,1984
Bob Baker,Quarterbacks,10-6-0,ram,1984
Gil Haskell,Special Teams,10-6-0,ram,1984
Fred Whittingham,Linebackers,10-6-0,ram,1984
Lew Erber,Wide Receivers,10-6-0,ram,1985
Fritz Shurmur,Defensive Coordinator,10-6-0,ram,1985
John Robinson,Head Coach,11-5-0,ram,1985
John Robinson,Head Coach,10-6-0,ram,1986
Dick Coury,Quarterbacks,10-6-0,ram,1986
Fritz Shurmur,Defensive Coordinator,10-6-0,ram,1986
Ernie Zampese,Offensive Coordinator,10-6-0,ram,1987
Dick Coury,Quarterbacks,10-6-0,ram,1987
John Robinson,Head Coach,6-9-0,ram,1987
Fritz Shurmur,Defensive Coordinator,6-9-0,ram,1987
John Robinson,Head Coach,10-6-0,ram,1988
Ernie Zampese,Offensive Coordinator,10-6-0,ram,1988
Dick Coury,Quarterbacks,10-6-0,ram,1988
Fritz Shurmur,Defensive Coordinator,10-6-0,ram,1988
Ernie Zampese,Offensive Coordinator,10-6-0,ram,1989
John Robinson,Head Coach,11-5-0,ram,1989
Dick Coury,Quarterbacks,11-5-0,ram,1989
Fritz Shurmur,Defensive Coordinator,11-5-0,ram,1989
John Robinson,Head Coach,5-11-0,ram,1990
Ernie Zampese,Offensive Coordinator,5-11-0,ram,1990
Dick Coury,Quarterbacks,5-11-0,ram,1990
Fritz Shurmur,Defensive Coordinator,5-11-0,ram,1990
Tom Bettis,Defensive Backs,5-11-0,ram,1991
John Robinson,Head Coach,3-13-0,ram,1991
Jeff Fisher,Defensive Coordinator,3-13-0,ram,1991
Ernie Zampese,Offensive Coordinator,3-13-0,ram,1991
George Dyer,Defensive Coordinator,3-13-0,ram,1992
Chuck Knox,Head Coach,6-10-0,ram,1992
Ernie Zampese,Offensive Coordinator,6-10-0,ram,1992
Chick Harris,Running Backs,6-10-0,ram,1992
Chuck Knox,Head Coach,5-11-0,ram,1993
George Dyer,Defensive Coordinator,5-11-0,ram,1993
Chick Harris,Running Backs,5-11-0,ram,1993
Ernie Zampese,Offensive Coordinator,5-11-0,ram,1993
Mike Martz,Quarterbacks,5-11-0,ram,1994
Steve Moore,Receivers,5-11-0,ram,1994
Joe Vitt,Asst. Head Coach/DB,5-11-0,ram,1994
Chick Harris,Offensive Coordinator,5-11-0,ram,1994
George Dyer,Defensive Coordinator,5-11-0,ram,1994
Chuck Knox,Head Coach,4-12-0,ram,1994
Willie Shaw,Defensive Coordinator,4-12-0,ram,1995
Rich Brooks,Head Coach,7-9-0,ram,1995
Jack Reilly,Offensive Coordinator,7-9-0,ram,1995
Mike Martz,Wide Receivers,7-9-0,ram,1995
Dan Radakovich,Offensive Line,7-9-0,ram,1995
Rich Brooks,Head Coach,6-10-0,ram,1996
John Fox,Consultant,6-10-0,ram,1996
Mike Martz,Wide Receivers,6-10-0,ram,1996
Jack Reilly,Offensive Coordinator,6-10-0,ram,1996
Willie Shaw,Defensive Coordinator,6-10-0,ram,1996
Dick Vermeil,Head Coach,5-11-0,ram,1997
Jerry Rhome,Offensive Coordinator,5-11-0,ram,1997
Bud Carson,Defensive Coordinator,5-11-0,ram,1997
Dick Coury,Wide Receivers,5-11-0,ram,1997
Jerry Rhome,Offensive Coordinator,5-11-0,ram,1998
Peter Giunta,Defensive Coordinator,5-11-0,ram,1998
Dick Vermeil,Head Coach,4-12-0,ram,1998
Dick Coury,Wide Receivers,4-12-0,ram,1998
Dick Vermeil,Head Coach,13-3-0,ram,1999
Frank Gansz,Special Teams,13-3-0,ram,1999
Peter Giunta,Defensive Coordinator,13-3-0,ram,1999
Mike Martz,Offensive Coordinator,13-3-0,ram,1999
Mike Martz,Head Coach,10-6-0,ram,2000
Jim Hanifan,Offensive Line,10-6-0,ram,2000
Al Saunders,Asst. Head Coach/Wide Receivers,10-6-0,ram,2000
Ken Zampese,Offensive Assistant,10-6-0,ram,2000
Bobby Jackson,Offensive Coordinator,10-6-0,ram,2000
Peter Giunta,Defensive Coordinator,10-6-0,ram,2000
Mike Martz,Head Coach,14-2-0,ram,2001
Lovie Smith,Defensive Coordinator,14-2-0,ram,2001
Bobby Jackson,Offensive Coordinator,14-2-0,ram,2001
Jim Hanifan,Offensive Line,14-2-0,ram,2001
Ron Meeks,Secondary,14-2-0,ram,2001
Ken Zampese,Wide Receivers Coach,14-2-0,ram,2001
Jim Hanifan,Offensive Line,14-2-0,ram,2002
Ernie Zampese,Offensive Consultant,14-2-0,ram,2002
Ken Zampese,Passing Game Coordinator,14-2-0,ram,2002
Lovie Smith,Defensive Coordinator,14-2-0,ram,2002
Mike Martz,Head Coach,7-9-0,ram,2002
Bobby Jackson,Offensive Coordinator,7-9-0,ram,2002
Mike Martz,Head Coach,12-4-0,ram,2003
Lovie Smith,Defensive Coordinator,12-4-0,ram,2003
Bob Babich,Linebackers,12-4-0,ram,2003
Perry Fewell,Secondary,12-4-0,ram,2003
Jim Hanifan,Offensive Line,12-4-0,ram,2003
Steve Fairchild,Offensive Coordinator,12-4-0,ram,2003
Kurt Schottenheimer,Secondary,12-4-0,ram,2005
Joe Vitt,Interim Head Coach/Linebackers,12-4-0,ram,2005
Mike Martz,Head Coach,2-3-0,ram,2005
Steve Fairchild,Offensive Coordinator,2-3-0,ram,2005
Larry Marmie,Defensive Coordinator,2-3-0,ram,2005
Greg Olson,Offensive Coordinator,2-3-0,ram,2006
Jim Haslett,Defensive Coordinator,2-3-0,ram,2006
Scott Linehan,Head Coach,8-8-0,ram,2006
Todd Downing,Defensive/ST Assistant,8-8-0,ram,2006
Willy Robinson,Defensive Backs,8-8-0,ram,2006
Rick Venturi,Linebackers/AHC,8-8-0,ram,2006
Scott Linehan,Head Coach,3-13-0,ram,2007
Jim Haslett,Defensive Coordinator,3-13-0,ram,2007
Todd Downing,Defensive/ST Assistant,3-13-0,ram,2007
Willy Robinson,Defensive Backs,3-13-0,ram,2007
Rick Venturi,Linebackers/AHC,3-13-0,ram,2007
Greg Olson,Offensive Coordinator,3-13-0,ram,2007
Al Saunders,Offensive Coordinator,3-13-0,ram,2008
Jim Haslett,Defensive Coordinator,3-13-0,ram,2008
Rick Venturi,Defensive Coordinator,3-13-0,ram,2008
Todd Downing,Defensive Quality Control,3-13-0,ram,2008
Steve Loney,Offensive Line,3-13-0,ram,2008
Terry Shea,Quarterbacks,3-13-0,ram,2008
Scott Linehan,Head Coach,0-4-0,ram,2008
Steve Spagnuolo,Head Coach,1-15-0,ram,2009
Ken Flajole,Defensive Coordinator,1-15-0,ram,2009
Sylvester Croom,Running Backs,1-15-0,ram,2009
Jonathan Gannon,College Scout,1-15-0,ram,2009
Steve Loney,Offensive Line,1-15-0,ram,2009
Pat Shurmur,Offensive Coordinator,1-15-0,ram,2009
Ken Flajole,Defensive Coordinator,1-15-0,ram,2010
Pat Shurmur,Offensive Coordinator,1-15-0,ram,2010
Steve Spagnuolo,Head Coach,7-9-0,ram,2010
Sylvester Croom,Running Backs,7-9-0,ram,2010
Jonathan Gannon,Professional Scout,7-9-0,ram,2010
Steve Loney,Offensive Line,7-9-0,ram,2010
Steve Spagnuolo,Head Coach,2-14-0,ram,2011
Ken Flajole,Defensive Coordinator,2-14-0,ram,2011
Sylvester Croom,Running Backs,2-14-0,ram,2011
Jonathan Gannon,Professional Scout,2-14-0,ram,2011
Steve Loney,Offensive Line,2-14-0,ram,2011
Josh McDaniels,Offensive Coordinator,2-14-0,ram,2011
Brian Schottenheimer,Offensive Coordinator,2-14-0,ram,2012
Rob Boras,Tight Ends,2-14-0,ram,2012
Jeff Fisher,Head Coach,7-8-1,ram,2012
Rob Boras,Tight Ends,7-8-1,ram,2013
Brian Schottenheimer,Offensive Coordinator,7-8-1,ram,2013
Jeff Fisher,Head Coach,7-9-0,ram,2013
Tim Walton,Defensive Coordinator,7-9-0,ram,2013
Rob Boras,Tight Ends,7-9-0,ram,2014
Brian Schottenheimer,Offensive Coordinator,7-9-0,ram,2014
Gregg Williams,Defensive Coordinator,7-9-0,ram,2014
Jeff Fisher,Head Coach,6-10-0,ram,2014
Gregg Williams,Defensive Coordinator,6-10-0,ram,2015
Rob Boras,Offensive Coordinator,6-10-0,ram,2015
Frank Cignetti,Offensive Coordinator,6-10-0,ram,2015
Jeff Fisher,Head Coach,7-9-0,ram,2015
Rob Boras,Asst. Head Coach Offense/Interim OC,7-9-0,ram,2015
Rob Boras,Offensive Coordinator,7-9-0,ram,2016
Gregg Williams,Defensive Coordinator,7-9-0,ram,2016
John Fassel,Head Coach,0-3-0,ram,2016
Rob Boras,Asst. Head Coach Offense/OC,0-3-0,ram,2016
Joe Barry,Asst. Head Coach/LB,0-3-0,ram,2017
Wade Phillips,Defensive Coordinator,0-3-0,ram,2017
Sean McVay,Head Coach,11-5-0,ram,2017
Matt LaFleur,Offensive Coordinator,11-5-0,ram,2017
Wade Phillips,Defensive Coordinator,11-5-0,ram,2018
Sean McVay,Head Coach,13-3-0,ram,2018
Joe Barry,Asst. Head Coach/LB,13-3-0,ram,2018
Wade Phillips,Defensive Coordinator,13-3-0,ram,2019
Joe Barry,Asst. Head Coach/LB,13-3-0,ram,2019
Sean McVay,Head Coach,9-7-0,ram,2019
Joe Barry,Asst. Head Coach/LB,9-7-0,ram,2020
Kevin OConnell,Offensive Coordinator,9-7-0,ram,2020
Brandon Staley,Defensive Coordinator,9-7-0,ram,2020
Sean McVay,Head Coach,10-6-0,ram,2020
Sean McVay,Head Coach,12-5-0,ram,2021
Kevin OConnell,Offensive Coordinator,12-5-0,ram,2021
Raheem Morris,Defensive Coordinator,12-5-0,ram,2021
Thomas Brown,Asst. HC/Running Backs,12-5-0,ram,2021
Thomas Brown,Asst. HC/Tight Ends,12-5-0,ram,2022
Liam Coen,Offensive Coordinator,12-5-0,ram,2022
Sean McVay,Head Coach,5-12-0,ram,2022
Raheem Morris,Defensive Coordinator,5-12-0,ram,2022
Mike LaFleur,Offensive Coordinator,5-12-0,ram,2023
Raheem Morris,Defensive Coordinator,5-12-0,ram,2023
Sean McVay,Head Coach,10-7-0,ram,2023
Jimmy Lake,Assistant Head Coach,10-7-0,ram,2023
Zac Robinson,Passing Game Coordinator/Quarterbacks,10-7-0,ram,2023
Chris Shula,Linebackers/Pass Rush Coordinator,10-7-0,ram,2023
Ernie Hefferle,Offensive Line,10-7-0,mia,1966
John Idzik,Offensive Backs,10-7-0,mia,1966
George Wilson,Head Coach,3-11-0,mia,1966
Ernie Hefferle,Offensive Line,3-11-0,mia,1967
John Idzik,Offensive Backs,3-11-0,mia,1967
George Wilson,Head Coach,4-10-0,mia,1967
Ernie Hefferle,Offensive Line,4-10-0,mia,1968
John Idzik,Offensive Backs,4-10-0,mia,1968
George Wilson,Head Coach,5-8-1,mia,1968
Ernie Hefferle,Offensive Line,5-8-1,mia,1969
John Idzik,Offensive Backs,5-8-1,mia,1969
George Wilson,Head Coach,3-10-1,mia,1969
Howard Schnellenberger,Offensive Coordinator,3-10-1,mia,1970
Don Shula,Head Coach,10-4-0,mia,1970
Monte Clark,Offensive Line,10-4-0,mia,1970
Mike Scarry,Defensive Line,10-4-0,mia,1970
Bill Arnsparger,Defensive Coordinator,10-4-0,mia,1970
Howard Schnellenberger,Offensive Coordinator,10-4-0,mia,1971
Monte Clark,Offensive Line,10-4-0,mia,1971
Mike Scarry,Defensive Line,10-4-0,mia,1971
Don Shula,Head Coach,10-3-1,mia,1971
Bill Arnsparger,Defensive Coordinator,10-3-1,mia,1971
Don Shula,Head Coach,14-0-0,mia,1972
Howard Schnellenberger,Offensive Coordinator,14-0-0,mia,1972
Monte Clark,Offensive Line,14-0-0,mia,1972
Mike Scarry,Defensive Line,14-0-0,mia,1972
Bill Arnsparger,Defensive Coordinator,14-0-0,mia,1972
Bill Arnsparger,Defensive Coordinator,14-0-0,mia,1973
Bill McPeak,Offensive Coordinator,14-0-0,mia,1973
Monte Clark,Offensive Line,14-0-0,mia,1973
Mike Scarry,Defensive Line,14-0-0,mia,1973
Don Shula,Head Coach,12-2-0,mia,1973
Mike Scarry,Defensive Line,12-2-0,mia,1974
Bob Schnelker,Receivers,12-2-0,mia,1974
Vince Costello,Defensive Coordinator,12-2-0,mia,1974
Monte Clark,Offensive Coordinator,12-2-0,mia,1974
Don Shula,Head Coach,11-3-0,mia,1974
Howard Schnellenberger,Offensive Coordinator,11-3-0,mia,1975
Don Shula,Head Coach,10-4-0,mia,1975
Monte Clark,Offensive Line,10-4-0,mia,1975
Don Doll,Linebackers,10-4-0,mia,1975
Mike Scarry,Defensive Line,10-4-0,mia,1975
Howard Schnellenberger,Offensive Coordinator,10-4-0,mia,1976
Don Doll,Linebackers,10-4-0,mia,1976
John Sandusky,Offensive Line,10-4-0,mia,1976
Mike Scarry,Defensive Line,10-4-0,mia,1976
Don Shula,Head Coach,6-8-0,mia,1976
Bill Arnsparger,Defensive Coordinator,6-8-0,mia,1976
Howard Schnellenberger,Offensive Coordinator,6-8-0,mia,1977
Don Shula,Head Coach,10-4-0,mia,1977
John Sandusky,Offensive Line,10-4-0,mia,1977
Mike Scarry,Defensive Line,10-4-0,mia,1977
Bill Arnsparger,Defensive Coordinator,10-4-0,mia,1977
Howard Schnellenberger,Offensive Coordinator,10-4-0,mia,1978
Don Shula,Head Coach,11-5-0,mia,1978
John Sandusky,Offensive Line,11-5-0,mia,1978
Mike Scarry,Defensive Line,11-5-0,mia,1978
Bill Arnsparger,Defensive Coordinator,11-5-0,mia,1978
Bill Arnsparger,Defensive Coordinator,11-5-0,mia,1979
Don Shula,Head Coach,10-6-0,mia,1979
Steve Crosby,Special Teams,10-6-0,mia,1979
Bill Arnsparger,Defensive Coordinator,10-6-0,mia,1980
Don Shula,Head Coach,8-8-0,mia,1980
Steve Crosby,Special Teams,8-8-0,mia,1980
Bill Arnsparger,Defensive Coordinator,8-8-0,mia,1981
Steve Crosby,Special Teams,8-8-0,mia,1981
John Sandusky,Offensive Line,8-8-0,mia,1981
Mike Scarry,Defensive Line,8-8-0,mia,1981
Don Shula,Head Coach,11-4-1,mia,1981
Bill Arnsparger,Defensive Coordinator,11-4-1,mia,1982
Steve Crosby,Special Teams,11-4-1,mia,1982
Don Shula,Head Coach,7-2-0,mia,1982
Don Shula,Head Coach,12-4-0,mia,1983
John Sandusky,Offensive Line,12-4-0,mia,1983
Mike Scarry,Defensive Line,12-4-0,mia,1983
David Shula,Wide Receivers,12-4-0,mia,1983
Bill Arnsparger,Defensive Coordinator,12-4-0,mia,1983
John Sandusky,Offensive Line,12-4-0,mia,1984
Mike Scarry,Defensive Line,12-4-0,mia,1984
David Shula,Wide Receivers,12-4-0,mia,1984
Chuck Studley,Defensive Coordinator,12-4-0,mia,1984
Don Shula,Head Coach,14-2-0,mia,1984
Don Shula,Head Coach,12-4-0,mia,1985
John Sandusky,Offensive Line,12-4-0,mia,1985
Mike Scarry,Defensive Line,12-4-0,mia,1985
David Shula,Wide Receivers/QB,12-4-0,mia,1985
Chuck Studley,Defensive Coordinator,12-4-0,mia,1985
Don Shula,Head Coach,8-8-0,mia,1986
John Sandusky,Offensive Line,8-8-0,mia,1986
David Shula,Wide Receivers/QB,8-8-0,mia,1986
Chuck Studley,Defensive Coordinator,8-8-0,mia,1986
Tom Olivadotti,Defensive Coordinator,8-8-0,mia,1987
John Sandusky,Offensive Line,8-8-0,mia,1987
David Shula,Wide Receivers/QB,8-8-0,mia,1987
Chuck Studley,Linebackers,8-8-0,mia,1987
Don Shula,Head Coach,8-7-0,mia,1987
Tom Olivadotti,Defensive Coordinator,8-7-0,mia,1988
Don Shula,Head Coach,6-10-0,mia,1988
John Sandusky,Offensive Line,6-10-0,mia,1988
David Shula,Quarterbacks,6-10-0,mia,1988
Chuck Studley,Linebackers,6-10-0,mia,1988
Tom Olivadotti,Defensive Coordinator,6-10-0,mia,1989
Don Shula,Head Coach,8-8-0,mia,1989
Gary Stevens,Offensive Coordinator,8-8-0,mia,1989
George Hill,Linebackers,8-8-0,mia,1989
John Sandusky,Asst. HC/Offensive Line,8-8-0,mia,1989
Don Shula,Head Coach,12-4-0,mia,1990
Gary Stevens,Offensive Coordinator,12-4-0,mia,1990
Tom Olivadotti,Defensive Coordinator,12-4-0,mia,1990
George Hill,Linebackers,12-4-0,mia,1990
John Sandusky,Asst. HC/Offensive Line,12-4-0,mia,1990
